K,Div,0.2,0.4,0.6,0.8,1,,CL,Div,-0.2,-0.4,-0.6,-0.8,-1,,Mg,Div,0.4,0.8,1.2,1.6,2
,13.1,-32.62,-64.43,-99.69,-135.85,-173.06,,,13.1,29.57,64.86,105.65,145.63,186.30,,,13.1,-94.94,-193.42,-284.25,-354.50,-410.72
,13.2,-32.64,-64.31,-99.68,-136.35,-173.46,,,13.2,29.18,64.94,105.25,145.31,186.34,,,13.2,-94.59,-193.31,-284.65,-354.97,-410.97
,13.3,-32.46,-64.26,-99.65,-136.24,-173.21,,,13.3,28.41,64.73,105.05,144.50,185.98,,,13.3,-94.98,-193.16,-285.01,-355.51,-411.22
,13.4,-33.00,-64.15,-99.52,-136.07,-173.48,,,13.4,28.71,64.55,104.93,144.63,185.55,,,13.4,-95.19,-193.16,-285.55,-355.86,-411.44
,13.5,-33.13,-63.97,-99.04,-135.93,-173.49,,,13.5,28.78,64.50,104.79,144.49,185.14,,,13.5,-95.59,-193.68,-285.97,-355.95,-411.54
,13.6,-32.72,-63.96,-98.83,-135.58,-173.44,,,13.6,29.01,64.94,104.70,144.33,184.77,,,13.6,-95.60,-193.66,-285.69,-355.71,-411.32
,13.7,-32.51,-64.37,-98.80,-135.43,-173.66,,,13.7,29.39,65.55,104.72,144.35,184.90,,,13.7,-95.53,-194.12,-285.90,-355.22,-412.02
,13.8,-32.54,-64.91,-98.88,-135.75,-173.91,,,13.8,29.19,65.40,104.32,144.04,184.26,,,13.8,-95.43,-194.58,-286.25,-355.01,-412.14
,13.9,-32.24,-64.80,-98.71,-136.01,-173.79,,,13.9,29.81,65.46,104.66,144.41,184.17,,,13.9,-95.31,-194.44,-285.95,-355.07,-411.62
,14,-31.94,-65.03,-98.96,-136.00,-173.63,,,14,30.05,65.49,103.82,144.32,183.78,,,14,-95.59,-194.81,-285.58,-354.93,-411.12
,14.1,-31.47,-64.88,-99.25,-136.49,-173.79,,,14.1,29.85,65.47,104.32,144.44,184.26,,,14.1,-94.76,-193.93,-284.57,-354.17,-410.00
,14.2,-31.24,-64.63,-98.87,-136.41,-173.58,,,14.2,30.00,65.52,104.25,144.75,184.64,,,14.2,-94.27,-193.59,-284.09,-353.46,-410.15
,14.3,-30.74,-64.70,-98.94,-136.26,-173.39,,,14.3,30.74,65.67,104.42,145.47,184.65,,,14.3,-94.35,-193.61,-284.32,-353.82,-410.87
,14.4,-30.03,-64.62,-98.28,-136.11,-173.10,,,14.4,30.33,65.51,103.75,145.49,184.16,,,14.4,-94.48,-193.22,-284.02,-353.61,-411.03
,14.5,-30.36,-63.86,-98.73,-136.16,-172.62,,,14.5,30.57,65.98,104.15,146.18,184.69,,,14.5,-94.49,-192.91,-283.97,-353.67,-411.30
,14.6,-30.59,-63.97,-98.86,-136.00,-173.10,,,14.6,30.47,65.97,104.19,146.04,184.88,,,14.6,-94.98,-193.35,-284.41,-353.84,-411.76
,14.7,-30.79,-63.73,-99.12,-136.33,-173.94,,,14.7,31.18,66.36,104.50,146.26,184.94,,,14.7,-95.69,-194.05,-285.43,-354.36,-412.51
,14.8,-30.91,-64.01,-99.38,-136.39,-174.41,,,14.8,31.12,65.76,104.71,146.44,184.72,,,14.8,-96.33,-194.46,-285.83,-354.62,-412.69
,14.9,-31.58,-64.06,-99.82,-136.52,-174.46,,,14.9,30.61,65.49,104.99,146.35,184.68,,,14.9,-96.63,-194.72,-285.49,-354.66,-412.39
,15,-32.38,-64.60,-100.24,-137.14,-174.88,,,15,30.32,65.43,104.67,146.07,184.64,,,15,-96.78,-194.93,-285.58,-355.24,-412.05
